step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.299052367804386,0,0.0,0.9556167910946809,0,0.0,0.9593879215552775,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9544257269072343,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9616419206593241,0,0.0,0.9545087286039988,0,0.0,0.9506567876378005,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9545360857954714,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.05647515675823,0,0.0,0.9568989601853998,0,0.0,0.9774454134563968,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9766280346733487,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9807985403245747,0,0.0,0.978523749516469,0,0.0,0.9750323612096875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9464874777933194,0,0.0,1.0,0,0.0
15.0,3,3.0,0.075,11.273782162286475,1,1.0,0.795455081633993,0,0.0,0.9652902188230558,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6652110483914472,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9492889548197013,0,0.0,0.9511674945986317,1,1.0,0.7730381099876887,0,0.0,0.9393149033978853,0,0.0,0.9618673975309804,0,0.0,0.9897784683231088,1,1.0,0.7217799807628016,0,0.0,1.0,3,3.0
20.0,7,24.0,0.42857142857142855,10.278472052394863,3,9.0,0.6692596146641322,0,0.0,0.9533703125027175,0,0.0,1.0,0,0.0,1.0,3,9.0,0.49090080870579106,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9823804192530391,0,0.0,0.9620255938508474,1,6.0,0.6547371825915802,0,0.0,0.9635300638521481,0,0.0,0.9394377675723066,0,0.0,0.9565385193356314,0,0.0,0.7622377808362928,0,2.0,0.53068581572839,7,26.0
25.0,13,77.0,1.0694444444444444,10.160842857296277,4,27.0,0.5707488764188323,0,0.0,0.9586633448300403,0,0.0,0.9820439384898518,0,0.0,0.9401862592981508,5,28.0,0.3916895234420431,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.981675546812228,0,0.0,0.9735039779185762,4,22.0,0.5376224803689649,0,0.0,0.9504074827755837,0,0.0,0.9808030882825004,0,0.0,0.9661494141962269,0,0.0,0.9490917904731857,0,2.0,0.9033313388202314,13,79.0
30.0,18,157.0,1.9625,9.359691425110668,6,54.0,0.4154663903282525,0,0.0,0.9610780036590925,0,0.0,0.9528153235706792,0,0.0,0.962642983415501,6,55.0,0.377708465672738,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9667768837538214,0,0.0,0.9681394267284457,5,47.0,0.4274020708709101,0,0.0,0.9391961855685929,0,0.0,0.9436968826959837,0,0.0,0.9563668398664584,1,1.0,0.685985064555081,0,2.0,0.9377369560226905,18,159.0
35.0,28,275.0,2.8645833333333335,8.53443193125378,8,91.0,0.4125600555130147,0,0.0,0.9490311864837008,0,0.0,0.9623730032174046,0,0.0,0.9812002893515105,8,88.0,0.29078263199841525,0,0.0,0.9467537595699904,0,0.0,0.9535015415374319,0,0.0,0.9452880726519014,0,0.0,0.9451950710828015,0,0.0,0.9389120683729646,8,83.0,0.43694289860618807,0,0.0,0.9382016572826011,0,0.0,0.9534680643806203,0,0.0,0.9579825891374812,3,11.0,0.5972099814082534,1,2.0,0.37305658478909276,28,275.0
40.0,39,449.0,4.008928571428571,8.168982008754394,10,138.0,0.395681371841465,0,0.0,0.9550566730246928,0,0.0,0.9695025348412729,0,0.0,0.9561084726998285,10,135.0,0.24311257137641334,0,0.0,0.9634446536487375,0,0.0,0.9665815637219868,0,0.0,0.979626875576991,0,0.0,0.9651320246624044,0,0.0,0.977944070250788,10,129.0,0.35230247714893514,0,0.0,0.9429398037142727,0,0.0,0.9605962364822247,0,0.0,0.9591889251784809,5,29.0,0.5456039027810601,4,18.0,0.3243379451537537,39,449.0
45.0,47,668.0,5.566666666666666,7.5074105851832185,12,196.0,0.27025176299301834,0,0.0,0.955744746261726,1,1.0,0.7324874400798866,0,0.0,0.9138954673044399,12,191.0,0.24671746900417926,0,0.0,0.9525732245431471,0,0.0,0.6776532013184742,0,0.0,0.9332552034145563,0,0.0,0.9497287201561537,0,0.0,0.9333495932747026,12,186.0,0.3439008179036307,0,0.0,0.9293236375860922,0,0.0,0.9563941631896915,0,0.0,0.9681960463705138,6,56.0,0.48169154107428225,4,38.0,0.48278355854236316,47,668.0
50.0,56,929.0,6.881481481481481,7.050169561416297,14,263.0,0.2849462364717462,0,0.0,0.9559220459333972,1,6.0,0.7265187326507064,0,0.0,0.9235723245345139,14,256.0,0.25027332766668736,0,0.0,0.7976377553658173,1,4.0,0.4759078399367321,0,0.0,0.9544179017523009,0,0.0,0.9598295287708716,0,0.0,0.9178216759387586,14,249.0,0.2768345655608557,0,0.0,0.9463752280426614,0,0.0,0.9294473460827785,0,0.0,0.9890473120520391,8,93.0,0.3933326884273118,4,58.0,0.5191723644451622,56,929.0
