step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.841391457885038,0,0.0,0.7989232056180715,0,0.0
20.0,0,0.0,0.0,14.639763200020948,0,0.0,0.9873669563858171,0,0.0
25.0,0,0.0,0.0,14.527275157341332,0,0.0,0.9797076363269496,0,0.0
30.0,0,0.0,0.0,13.692848221751904,0,0.0,0.9717940651992346,0,0.0
35.0,0,0.0,0.0,13.28956917859384,0,0.0,0.9366025349243667,0,0.0
40.0,0,0.0,0.0,13.847567281136937,0,0.0,0.9784616155865891,0,0.0
45.0,0,0.0,0.0,13.438956579709727,0,0.0,0.9767066921769546,0,0.0
50.0,0,0.0,0.0,13.611293184194706,0,0.0,0.9895058030603955,0,0.0
55.0,0,0.0,0.0,13.0724248804124,0,0.0,0.9668399979522826,0,0.0
60.0,0,0.0,0.0,12.93748061788475,0,0.0,0.9421216843389933,0,0.0
65.0,0,0.0,0.0,12.002020295265346,0,0.0,0.8820553719379726,0,0.0
70.0,2,6.0,0.5,11.136873500110214,2,6.0,0.8246783417816004,2,6.0
75.0,2,16.0,1.1428571428571428,11.273326135506021,2,16.0,0.824048599283803,2,16.0
80.0,2,26.0,1.8571428571428572,11.515748620615204,2,26.0,0.8411678834873743,2,26.0
85.0,2,36.0,2.25,11.291501344318533,2,36.0,0.8207293197482687,2,36.0
90.0,3,49.0,3.0625,10.169436551618176,3,49.0,0.7359090850616502,3,49.0
95.0,5,72.0,3.6,9.659816723562447,5,72.0,0.6973540923206363,5,72.0
100.0,5,97.0,4.041666666666667,10.32434043663293,5,97.0,0.7507033053210624,5,97.0
105.0,5,122.0,4.518518518518518,10.819246178656723,5,122.0,0.7893021193894277,5,122.0
110.0,7,150.0,5.172413793103448,9.948441724747411,7,150.0,0.7155423150855572,7,150.0
115.0,8,188.0,6.482758620689655,9.800659351014227,8,188.0,0.6985572528841056,8,188.0
120.0,10,230.0,7.666666666666667,8.761998139772667,10,230.0,0.6119562260364091,10,230.0
125.0,12,285.0,8.382352941176471,8.638922797370503,12,285.0,0.6043353774305844,12,285.0
130.0,13,347.0,9.914285714285715,8.58531294742878,13,347.0,0.5994639331860601,13,347.0
135.0,13,412.0,10.842105263157896,8.98878269257087,13,412.0,0.6333654629427166,13,412.0
140.0,13,477.0,11.634146341463415,8.833641441262335,13,477.0,0.6191178956106135,13,477.0
145.0,14,546.0,12.69767441860465,8.73984151281649,14,546.0,0.6132284463037141,14,546.0
150.0,16,622.0,13.23404255319149,8.2507018046812,16,622.0,0.5751736103100943,16,622.0
155.0,19,708.0,14.75,7.741491823199529,19,708.0,0.5361185592519171,19,708.0
160.0,21,811.0,14.745454545454546,7.8569512451322225,21,811.0,0.5454183896435693,21,811.0
165.0,23,923.0,16.19298245614035,7.566111780949776,23,923.0,0.5276574347714592,23,923.0
170.0,27,1051.0,17.516666666666666,7.259505692904809,27,1051.0,0.5014417341546087,27,1051.0
175.0,28,1187.0,18.26153846153846,7.462836118141565,28,1187.0,0.5184108278853806,28,1187.0
180.0,30,1332.0,18.760563380281692,7.586172935452575,30,1332.0,0.5264902951562253,30,1332.0
185.0,32,1487.0,20.094594594594593,7.681735267852831,32,1487.0,0.5386411528998782,32,1487.0
190.0,33,1650.0,20.37037037037037,7.455656464836475,33,1650.0,0.5275017068559722,33,1650.0
195.0,36,1829.0,21.51764705882353,7.686725922114272,36,1829.0,0.5486628654639129,36,1829.0
200.0,40,2014.0,22.886363636363637,7.21888046635106,40,2014.0,0.5133602385932609,40,2014.0
205.0,39,2090.0,23.48314606741573,7.044535626349976,39,2217.0,0.4957852613651578,39,2217.0
210.0,42,2296.0,24.956521739130434,6.901611939780215,42,2296.0,0.49024277380959735,42,2296.0
215.0,39,1902.0,19.02,6.750745188248476,39,2510.0,0.47458829477748465,39,2510.0
220.0,26,1503.0,14.179245283018869,7.3120959995466634,26,1754.0,0.5511966300436844,26,1754.0
225.0,27,1634.0,14.854545454545455,8.048370430475222,27,1698.0,0.5814093466344078,27,1698.0
230.0,27,1769.0,15.25,9.082983586184483,27,1769.0,0.6226322822871986,27,1769.0
235.0,27,1904.0,15.60655737704918,9.896484305316664,27,1904.0,0.6330186543153995,27,1904.0
240.0,28,2044.0,15.844961240310077,10.292792995157965,28,2044.0,0.6446187009825958,28,2044.0
245.0,30,2190.0,16.59090909090909,10.22676690418615,30,2190.0,0.6217946198524881,30,2190.0
250.0,33,2352.0,16.92086330935252,10.07566925012342,33,2352.0,0.5861415534377228,33,2352.0
255.0,35,2522.0,18.014285714285716,10.011106556964283,35,2522.0,0.5840974841945058,35,2522.0
260.0,36,2702.0,18.38095238095238,9.977307613078056,36,2702.0,0.5897972431069332,36,2702.0
265.0,37,2885.0,18.980263157894736,10.062662328922283,37,2885.0,0.5988603396369024,37,2885.0
270.0,38,3073.0,19.825806451612902,9.986442097416536,38,3073.0,0.5888911243353838,38,3073.0
275.0,42,3278.0,20.234567901234566,9.680021739242095,42,3278.0,0.5551182111021183,42,3278.0
280.0,47,3505.0,22.044025157232703,9.294133583422358,47,3505.0,0.5265735817568648,47,3505.0
285.0,50,3749.0,23.43125,9.068652614667563,50,3749.0,0.5328470316754982,50,3749.0
