step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.656974352023099,0,0.0,0.7761671376021226,0,0.0
20.0,0,0.0,0.0,14.571188226070923,0,0.0,0.9696715237361386,0,0.0
25.0,0,0.0,0.0,14.643921985753831,0,0.0,0.9743393673555607,0,0.0
30.0,0,0.0,0.0,13.740690782741966,0,0.0,0.9486113572083908,0,0.0
35.0,0,0.0,0.0,13.516376894257213,0,0.0,0.935600817711112,0,0.0
40.0,0,0.0,0.0,13.972746026428084,0,0.0,0.9654605685571654,0,0.0
45.0,0,0.0,0.0,13.763191560628096,0,0.0,0.9604485352346274,0,0.0
50.0,0,0.0,0.0,14.114909612702652,0,0.0,0.9859240771802198,0,0.0
55.0,0,0.0,0.0,13.303201681164865,0,0.0,0.9473915274779878,0,0.0
60.0,0,0.0,0.0,13.28635716370358,0,0.0,0.9627639436673789,0,0.0
65.0,0,0.0,0.0,12.027513876975297,0,0.0,0.9218736186923899,0,0.0
70.0,1,4.0,0.3333333333333333,11.895653251538931,1,4.0,0.8918270740324559,1,4.0
75.0,0,0.0,0.0,12.24730228464071,0,8.0,0.8983367209784525,0,8.0
80.0,0,0.0,0.0,12.578619570804676,0,0.0,0.9774827092580217,0,0.0
85.0,0,0.0,0.0,12.11553750880107,0,0.0,0.9102628963484196,0,0.0
90.0,1,4.0,0.25,11.633994159854854,1,4.0,0.8469102499025113,1,4.0
95.0,0,0.0,0.0,11.641099165626304,0,12.0,0.844546604654613,0,12.0
100.0,0,0.0,0.0,11.610511874303654,0,0.0,0.8980058948176083,0,0.0
105.0,0,0.0,0.0,12.19578508539146,0,3.0,0.9139030756921962,0,3.0
110.0,0,0.0,0.0,12.610327270882532,0,0.0,0.9519956459352311,0,0.0
115.0,1,2.0,0.06896551724137931,12.0455802051426,1,2.0,0.8835351854087725,1,2.0
120.0,2,12.0,0.41379310344827586,12.131202053625806,2,12.0,0.8920770309778047,2,12.0
125.0,2,13.0,0.3939393939393939,11.920694840287553,2,22.0,0.8478682610930398,2,22.0
130.0,2,23.0,0.6764705882352942,11.852383800009816,2,23.0,0.8487230756375561,2,23.0
135.0,2,33.0,0.8918918918918919,11.667074110897959,2,40.0,0.8201694099418,2,40.0
140.0,3,48.0,1.2307692307692308,11.48890678441716,3,48.0,0.8435741385399296,3,48.0
145.0,4,60.0,1.5,11.358597074284159,4,69.0,0.8231709307208479,4,69.0
150.0,4,80.0,1.8181818181818181,11.597594488488863,4,80.0,0.8447880123580629,4,80.0
155.0,5,91.0,2.022222222222222,10.160072709073667,5,102.0,0.7421658540780792,5,102.0
160.0,9,128.0,2.56,9.454949925298852,9,128.0,0.6817611703406445,9,128.0
165.0,8,147.0,2.7735849056603774,9.65778867005227,8,178.0,0.6798765753949463,8,178.0
170.0,5,151.0,2.7454545454545456,10.514819766108321,5,169.0,0.7925543717876602,5,169.0
175.0,7,184.0,3.2280701754385963,10.21323014029707,7,203.0,0.741530063529827,7,203.0
180.0,9,226.0,3.53125,10.636138840881234,9,244.0,0.7572173530198937,9,244.0
185.0,6,239.0,3.5671641791044775,11.154668414138422,6,265.0,0.801214395538878,6,265.0
190.0,5,251.0,3.391891891891892,11.315552182136738,5,251.0,0.8486579942451445,5,251.0
195.0,5,276.0,3.5384615384615383,11.557851485543738,5,281.0,0.8424556685270895,5,281.0
200.0,5,301.0,3.7160493827160495,11.882230872236066,5,301.0,0.8619536359118729,5,301.0
205.0,8,332.0,4.048780487804878,11.213221232144555,8,336.0,0.7813753252948593,8,336.0
210.0,9,371.0,4.416666666666667,11.334886779391418,9,371.0,0.809767466082644,9,371.0
215.0,7,390.0,4.333333333333333,11.095013717174917,7,415.0,0.7718016590166974,7,415.0
220.0,6,418.0,4.354166666666667,11.606358355886035,6,418.0,0.8474290283084048,6,418.0
225.0,8,452.0,4.65979381443299,11.387860755863102,8,452.0,0.7992124269683527,8,452.0
230.0,12,504.0,4.99009900990099,10.89509428148136,12,504.0,0.7376104838771287,12,504.0
235.0,18,585.0,5.625,10.71182495119759,18,585.0,0.722499682111838,18,585.0
240.0,13,602.0,5.522935779816514,10.588512703777088,13,670.0,0.7106518111867763,13,670.0
245.0,11,618.0,5.618181818181818,10.420907307382336,11,627.0,0.7641245290593065,11,627.0
250.0,13,667.0,5.902654867256637,10.2278003064155,13,691.0,0.7072096980128629,13,691.0
255.0,19,748.0,6.504347826086956,10.420426074224686,19,757.0,0.7085756757020829,19,757.0
260.0,15,798.0,6.705882352941177,10.8856291345298,15,852.0,0.7241379902022471,15,852.0
265.0,11,812.0,6.710743801652892,11.119422182296647,11,826.0,0.7887512858580029,11,826.0
270.0,15,875.0,7.1138211382113825,10.87068420058272,15,891.0,0.7510617491263557,15,891.0
275.0,21,961.0,7.566929133858268,10.82742058482952,21,975.0,0.7160861364095878,21,975.0
280.0,19,1025.0,8.070866141732283,10.43327913765374,19,1081.0,0.6720892730392736,19,1081.0
285.0,17,1081.0,8.251908396946565,10.331306982672878,17,1089.0,0.7207001366838642,17,1089.0
290.0,19,1140.0,8.321167883211679,10.340217377773872,19,1170.0,0.6890436007605882,19,1170.0
