step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.604159813025035,0,0.0,0.816307124768126,0,0.0
20.0,0,0.0,0.0,13.824515337416116,0,0.0,0.9723685968568336,0,0.0
25.0,0,0.0,0.0,13.784339432954468,0,0.0,0.9698164144832245,0,0.0
30.0,0,0.0,0.0,13.235589868583503,0,0.0,0.9585614292971355,0,0.0
35.0,0,0.0,0.0,12.890601475833568,0,0.0,0.9099230120353251,0,0.0
40.0,0,0.0,0.0,13.765400514677077,0,0.0,0.9394790807247049,0,0.0
45.0,0,0.0,0.0,13.754360437927346,0,0.0,0.9784570101861926,0,0.0
50.0,0,0.0,0.0,13.744914203194014,0,0.0,0.9767015322009573,0,0.0
55.0,0,0.0,0.0,13.209515840419485,0,0.0,0.931781351975419,0,0.0
60.0,0,0.0,0.0,13.481799012463407,0,0.0,0.9499701824766225,0,0.0
65.0,0,0.0,0.0,12.953802850206593,0,0.0,0.9143099989864704,0,0.0
70.0,1,3.0,0.25,12.342484318457899,1,3.0,0.90036241631935,1,3.0
75.0,1,8.0,0.5714285714285714,12.533286602990392,1,8.0,0.9003983068421186,1,8.0
80.0,1,13.0,0.9285714285714286,12.79423244751592,1,13.0,0.9083510654912679,1,13.0
85.0,1,18.0,1.125,10.589775532176496,1,18.0,0.7517272529091923,1,18.0
90.0,3,29.0,1.8125,10.174843283670505,3,32.0,0.7130570428623504,3,32.0
95.0,3,44.0,2.2,10.569739200059923,3,44.0,0.7633379972917566,3,44.0
100.0,3,59.0,2.4583333333333335,11.317728006060156,3,59.0,0.7933687886274607,3,59.0
105.0,3,74.0,2.740740740740741,11.563739260967246,3,74.0,0.8009677113337039,3,74.0
110.0,4,94.0,3.2413793103448274,11.416615515461336,4,94.0,0.7800379342993077,4,94.0
115.0,3,17.0,0.5862068965517241,10.15382028066374,3,118.0,0.6761479616184211,3,118.0
120.0,4,36.0,1.2,10.608985181790977,4,36.0,0.7765961623687057,4,36.0
125.0,5,57.0,1.6764705882352942,11.096031649244408,5,57.0,0.7788852768026224,5,57.0
130.0,5,82.0,2.411764705882353,11.629252243120762,5,82.0,0.788893457981996,5,82.0
135.0,4,59.0,1.5945945945945945,11.527401817063451,4,106.0,0.7670406457625117,4,106.0
140.0,4,51.0,1.275,11.687888589510326,4,51.0,0.8225197224725445,4,51.0
145.0,4,71.0,1.6904761904761905,11.752438205728714,4,71.0,0.7968433976640685,4,71.0
150.0,6,97.0,2.1555555555555554,11.051656217162677,6,99.0,0.7151535441789201,6,99.0
155.0,11,136.0,2.9565217391304346,10.337907230914569,11,136.0,0.6559141405094736,11,136.0
160.0,12,192.0,3.6923076923076925,10.14296292871402,12,192.0,0.6439040957464859,12,192.0
165.0,9,153.0,2.732142857142857,10.030591936154,9,252.0,0.6304951757106995,9,252.0
170.0,10,203.0,3.440677966101695,10.481336277166898,10,203.0,0.7153873624554102,10,203.0
175.0,5,133.0,2.1451612903225805,10.513698154783533,5,251.0,0.7116404103647811,5,251.0
180.0,5,133.0,1.9850746268656716,10.79416900194528,5,149.0,0.8025676172115577,5,149.0
185.0,10,169.0,2.5223880597014925,10.834940519069667,10,185.0,0.7559838262413413,10,185.0
190.0,11,222.0,3.0,11.103886321461388,11,238.0,0.749037817001622,11,238.0
195.0,10,233.0,2.949367088607595,10.824645798630677,10,265.0,0.7198294453287634,10,265.0
200.0,10,277.0,3.4625,11.116049575223652,10,277.0,0.7883801913153007,10,277.0
205.0,11,329.0,4.1645569620253164,11.249527842789227,11,329.0,0.7846994443190086,11,329.0
210.0,12,385.0,4.753086419753086,11.068154977259837,12,385.0,0.7475660691576732,12,385.0
215.0,15,453.0,5.1477272727272725,10.542057419506603,15,453.0,0.6808447770797652,15,453.0
220.0,20,547.0,5.757894736842105,10.493259248942008,20,547.0,0.6751439074117935,20,547.0
225.0,22,652.0,6.721649484536083,10.375170445268848,22,652.0,0.6763780732739556,22,652.0
230.0,23,755.0,7.475247524752476,10.038999214613549,23,769.0,0.6516586048268159,23,769.0
235.0,27,873.0,8.158878504672897,9.605918725849332,27,873.0,0.6225739156745642,27,873.0
240.0,32,1016.0,9.407407407407407,9.210971888516275,32,1023.0,0.6062323788434064,32,1023.0
245.0,36,1186.0,10.981481481481481,8.670335940982405,36,1187.0,0.5601116676496943,36,1187.0
250.0,37,1237.0,10.756521739130434,8.523643906458185,37,1375.0,0.5366887618526323,37,1375.0
255.0,41,1177.0,10.415929203539823,8.360404890366686,41,1325.0,0.543625496879198,41,1325.0
260.0,43,1386.0,11.647058823529411,8.4171349262933,43,1444.0,0.5483656263807265,43,1444.0
265.0,44,1578.0,13.041322314049587,7.952340470465732,44,1663.0,0.5239308586681523,44,1663.0
270.0,48,1806.0,14.448,7.722677917489278,48,1865.0,0.49831887397746694,48,1865.0
275.0,47,1561.0,11.825757575757576,7.836173310519415,47,2119.0,0.4936878375132574,47,2119.0
280.0,22,335.0,2.463235294117647,8.079309305104829,22,1461.0,0.5382368886817961,22,1461.0
285.0,14,124.0,0.8551724137931035,8.497722422217976,14,1534.0,0.5475453278604474,14,1534.0
290.0,33,252.0,1.68,8.404336100207589,33,1651.0,0.5321516174725807,33,1651.0
